# global event chains by LP
# LP, global chains of length: 1, 2, 3, 4, ... , >= n
Airport_1875, 0, 1, 0, 1, 4
Airport_1250, 0, 0, 0, 0, 7
Airport_1876, 0, 1, 0, 1, 4
Airport_625, 1, 0, 0, 0, 7
Airport_1251, 1, 0, 1, 0, 3
Airport_1877, 0, 0, 0, 0, 5
Airport_626, 0, 0, 0, 0, 7
Airport_1252, 0, 0, 0, 1, 3
Airport_1878, 0, 0, 0, 1, 6
Airport_627, 0, 0, 1, 1, 5
Airport_1253, 0, 0, 0, 3, 5
Airport_1879, 0, 1, 1, 0, 4
Airport_628, 0, 1, 0, 0, 5
Airport_1880, 1, 0, 0, 0, 3
Airport_1254, 1, 0, 0, 0, 8
Airport_1881, 0, 0, 0, 0, 6
Airport_629, 0, 1, 2, 0, 4
Airport_1255, 1, 1, 0, 2, 6
Airport_1882, 0, 0, 0, 1, 4
Airport_630, 0, 0, 0, 0, 7
Airport_0, 0, 1, 1, 0, 6
Airport_1256, 0, 0, 0, 1, 3
Airport_1883, 1, 1, 0, 1, 4
Airport_631, 0, 0, 1, 0, 5
Airport_1, 1, 0, 0, 1, 5
Airport_1257, 0, 0, 1, 1, 4
Airport_1884, 0, 2, 0, 0, 3
Airport_632, 0, 0, 0, 0, 7
Airport_2, 0, 0, 0, 1, 5
Airport_1258, 0, 2, 1, 1, 5
Airport_1885, 0, 0, 0, 0, 6
Airport_633, 0, 1, 0, 0, 6
Airport_3, 0, 0, 1, 0, 3
Airport_1886, 0, 1, 0, 0, 5
Airport_1259, 0, 0, 0, 0, 5
Airport_634, 0, 0, 0, 0, 4
Airport_4, 0, 1, 0, 0, 6
Airport_1260, 1, 0, 0, 0, 5
Airport_1887, 1, 1, 0, 0, 5
Airport_635, 0, 1, 0, 1, 3
Airport_5, 0, 0, 1, 0, 4
Airport_1261, 0, 0, 0, 0, 5
Airport_1888, 1, 0, 0, 0, 5
Airport_636, 2, 0, 2, 1, 5
Airport_6, 0, 2, 0, 0, 5
Airport_1262, 0, 0, 0, 1, 5
Airport_1889, 0, 1, 0, 1, 5
Airport_637, 1, 0, 0, 0, 5
Airport_7, 0, 0, 1, 0, 6
Airport_1263, 0, 0, 2, 1, 3
Airport_1890, 0, 2, 0, 1, 5
Airport_638, 2, 0, 0, 1, 5
Airport_8, 0, 0, 0, 0, 5
Airport_1264, 0, 0, 0, 0, 6
Airport_1891, 0, 0, 1, 0, 4
Airport_639, 0, 0, 1, 0, 6
Airport_9, 0, 0, 0, 0, 7
Airport_1265, 0, 2, 1, 0, 4
Airport_1892, 0, 0, 0, 1, 5
Airport_640, 0, 0, 0, 0, 4
Airport_10, 0, 0, 1, 0, 4
Airport_1266, 1, 0, 1, 0, 5
Airport_1893, 0, 0, 0, 0, 4
Airport_641, 0, 0, 0, 2, 3
Airport_11, 0, 0, 1, 0, 8
Airport_1267, 0, 0, 1, 1, 3
Airport_1894, 0, 0, 0, 0, 3
Airport_642, 0, 0, 0, 2, 5
Airport_12, 1, 0, 1, 0, 5
Airport_1268, 1, 0, 0, 0, 3
Airport_1895, 0, 0, 0, 0, 6
Airport_643, 0, 0, 0, 0, 5
Airport_13, 1, 1, 1, 0, 5
Airport_1269, 0, 0, 0, 1, 6
Airport_1896, 0, 0, 0, 1, 4
Airport_644, 0, 0, 1, 0, 4
Airport_14, 0, 1, 0, 2, 6
Airport_1897, 0, 1, 1, 0, 5
Airport_645, 0, 0, 0, 2, 5
Airport_15, 0, 0, 0, 0, 6
Airport_1270, 0, 2, 0, 0, 7
Airport_1898, 0, 1, 0, 0, 5
Airport_646, 1, 0, 0, 1, 4
Airport_16, 0, 0, 1, 1, 7
Airport_1899, 0, 0, 0, 0, 3
Airport_1900, 0, 0, 0, 1, 2
Airport_1901, 0, 2, 0, 0, 5
Airport_647, 0, 0, 2, 1, 6
Airport_17, 0, 1, 1, 0, 7
Airport_648, 0, 0, 1, 1, 4
Airport_18, 0, 0, 0, 2, 5
Airport_1902, 0, 2, 0, 0, 3
Airport_19, 0, 0, 1, 1, 6
Airport_1903, 0, 1, 0, 0, 6
Airport_649, 1, 0, 0, 0, 7
Airport_20, 0, 2, 0, 0, 5
Airport_1904, 0, 0, 0, 1, 5
Airport_1271, 0, 0, 0, 0, 4
Airport_650, 0, 0, 0, 0, 4
Airport_21, 0, 0, 2, 1, 4
Airport_1905, 0, 0, 0, 1, 5
Airport_1272, 2, 0, 0, 0, 6
Airport_651, 0, 0, 1, 0, 4
Airport_22, 1, 0, 0, 0, 4
Airport_1906, 0, 1, 1, 2, 5
Airport_1273, 0, 1, 1, 1, 3
Airport_652, 0, 0, 1, 0, 5
Airport_23, 1, 1, 1, 0, 7
Airport_1907, 0, 0, 0, 0, 5
Airport_1274, 0, 0, 0, 0, 7
Airport_653, 0, 0, 0, 1, 5
Airport_24, 0, 0, 0, 1, 4
Airport_1908, 0, 1, 0, 0, 4
Airport_1275, 0, 1, 0, 0, 4
Airport_654, 0, 0, 0, 0, 4
Airport_25, 0, 0, 2, 0, 5
Airport_1909, 0, 0, 0, 1, 6
Airport_1276, 0, 0, 0, 0, 8
Airport_655, 0, 1, 0, 0, 4
Airport_26, 0, 0, 0, 0, 5
Airport_1910, 0, 0, 1, 0, 5
Airport_1277, 1, 0, 1, 2, 6
Airport_656, 0, 0, 1, 0, 7
Airport_27, 0, 0, 1, 0, 4
Airport_1911, 1, 0, 1, 0, 5
Airport_1278, 0, 0, 0, 0, 5
Airport_657, 0, 1, 1, 0, 4
Airport_28, 1, 0, 1, 0, 5
Airport_1912, 0, 0, 0, 0, 4
Airport_1279, 0, 0, 1, 0, 5
Airport_658, 0, 1, 0, 0, 6
Airport_29, 0, 1, 1, 0, 4
Airport_1913, 1, 0, 0, 1, 4
Airport_1280, 0, 0, 0, 0, 4
Airport_30, 0, 0, 0, 1, 6
Airport_659, 0, 0, 2, 1, 6
Airport_1281, 0, 0, 0, 0, 4
Airport_1914, 0, 0, 0, 1, 5
Airport_31, 0, 0, 1, 2, 5
Airport_660, 0, 0, 0, 1, 2
Airport_1282, 0, 0, 0, 2, 6
Airport_1915, 1, 0, 0, 2, 5
Airport_32, 1, 0, 2, 1, 3
Airport_661, 0, 0, 0, 0, 3
Airport_1283, 0, 0, 0, 0, 5
Airport_1916, 1, 0, 0, 0, 4
Airport_33, 0, 0, 1, 0, 6
Airport_1284, 1, 1, 0, 1, 5
Airport_662, 0, 0, 0, 1, 5
Airport_1917, 0, 0, 1, 1, 4
Airport_34, 0, 0, 0, 0, 5
Airport_1285, 1, 0, 1, 1, 4
Airport_663, 1, 0, 1, 0, 6
Airport_1918, 1, 0, 0, 1, 5
Airport_35, 1, 0, 0, 1, 7
Airport_1286, 0, 1, 0, 0, 4
