# local event chains by LP
# LP, local chains of length: 1, 2, 3, 4, ... , >= n
Airport_1875, 2, 2, 1, 1, 3
Airport_1250, 2, 2, 2, 2, 3
Airport_1876, 2, 1, 0, 0, 5
Airport_625, 2, 1, 2, 1, 4
Airport_1251, 3, 1, 1, 2, 2
Airport_1877, 3, 1, 1, 0, 4
Airport_626, 2, 3, 3, 2, 4
Airport_1252, 2, 1, 0, 0, 3
Airport_1878, 4, 1, 1, 0, 6
Airport_627, 1, 5, 2, 0, 4
Airport_1253, 2, 3, 2, 2, 4
Airport_1879, 1, 3, 1, 0, 4
Airport_628, 2, 2, 2, 1, 3
Airport_1880, 3, 2, 0, 0, 3
Airport_1254, 4, 1, 5, 0, 4
Airport_1881, 4, 0, 0, 2, 3
Airport_629, 1, 7, 1, 1, 2
Airport_1255, 5, 2, 0, 0, 4
Airport_1882, 4, 1, 1, 0, 5
Airport_630, 2, 4, 1, 3, 2
Airport_0, 1, 2, 0, 3, 4
Airport_1256, 2, 2, 1, 0, 4
Airport_1883, 2, 2, 0, 0, 3
Airport_631, 2, 1, 0, 1, 5
Airport_1, 1, 0, 2, 2, 4
Airport_1257, 3, 1, 1, 2, 2
Airport_1884, 2, 1, 2, 0, 2
Airport_632, 6, 3, 2, 0, 3
Airport_2, 1, 1, 1, 1, 4
Airport_1258, 5, 2, 1, 1, 5
Airport_1885, 2, 0, 1, 0, 5
Airport_633, 4, 0, 1, 0, 5
Airport_3, 3, 1, 0, 0, 3
Airport_1886, 7, 1, 2, 1, 3
Airport_1259, 5, 3, 2, 1, 4
Airport_634, 4, 2, 0, 1, 2
Airport_4, 4, 3, 0, 1, 3
Airport_1260, 1, 1, 0, 1, 4
Airport_1887, 3, 1, 0, 2, 2
Airport_635, 3, 4, 2, 0, 1
Airport_5, 1, 0, 2, 1, 3
Airport_1261, 1, 1, 0, 0, 4
Airport_1888, 3, 2, 2, 0, 5
Airport_636, 2, 0, 5, 0, 4
Airport_6, 3, 2, 2, 1, 3
Airport_1262, 3, 1, 0, 3, 5
Airport_1889, 1, 2, 1, 1, 4
Airport_637, 2, 0, 2, 0, 3
Airport_7, 2, 3, 3, 2, 3
Airport_1263, 4, 3, 1, 0, 1
Airport_1890, 2, 1, 2, 0, 5
Airport_638, 2, 4, 1, 1, 3
Airport_8, 7, 0, 1, 3, 2
Airport_1264, 4, 2, 0, 1, 3
Airport_1891, 3, 1, 0, 0, 5
Airport_639, 3, 1, 3, 3, 3
Airport_9, 2, 2, 3, 0, 4
Airport_1265, 4, 1, 1, 1, 3
Airport_1892, 9, 1, 0, 1, 3
Airport_640, 2, 1, 0, 0, 4
Airport_10, 5, 1, 1, 1, 5
Airport_1266, 2, 0, 0, 3, 5
Airport_1893, 4, 0, 1, 1, 1
Airport_641, 1, 1, 0, 1, 4
Airport_11, 5, 5, 0, 1, 5
Airport_1267, 2, 1, 2, 1, 2
Airport_1894, 1, 2, 0, 0, 5
Airport_642, 5, 3, 3, 1, 2
Airport_12, 4, 3, 2, 1, 2
Airport_1268, 3, 3, 0, 1, 2
Airport_1895, 3, 0, 2, 0, 5
Airport_643, 4, 1, 1, 2, 4
Airport_13, 4, 1, 1, 2, 3
Airport_1269, 2, 2, 3, 0, 3
Airport_1896, 1, 3, 0, 1, 4
Airport_644, 2, 0, 1, 1, 4
Airport_14, 3, 1, 2, 1, 6
Airport_1897, 2, 3, 1, 0, 3
Airport_645, 8, 1, 2, 0, 3
Airport_15, 5, 0, 2, 3, 2
Airport_1270, 3, 2, 1, 1, 5
Airport_1898, 4, 0, 0, 2, 4
Airport_646, 1, 0, 1, 1, 4
Airport_16, 4, 3, 1, 0, 4
Airport_1899, 2, 3, 0, 1, 2
Airport_1900, 1, 2, 0, 0, 1
Airport_1901, 4, 1, 0, 0, 4
Airport_647, 4, 1, 2, 0, 4
Airport_17, 1, 1, 1, 0, 5
Airport_648, 1, 1, 2, 0, 4
Airport_18, 5, 1, 0, 3, 3
Airport_1902, 4, 1, 0, 0, 5
Airport_19, 5, 2, 1, 1, 4
Airport_1903, 4, 2, 2, 1, 4
Airport_649, 1, 3, 0, 0, 5
Airport_20, 4, 1, 2, 0, 3
Airport_1904, 2, 0, 1, 3, 3
Airport_1271, 2, 1, 0, 2, 3
Airport_650, 2, 2, 2, 0, 4
Airport_21, 2, 1, 0, 1, 4
Airport_1905, 1, 1, 2, 2, 4
Airport_1272, 1, 1, 1, 1, 5
Airport_651, 0, 3, 2, 2, 3
Airport_22, 3, 0, 2, 1, 3
Airport_1906, 4, 2, 2, 0, 4
Airport_1273, 1, 2, 0, 1, 2
Airport_652, 1, 3, 0, 0, 4
Airport_23, 6, 2, 1, 1, 5
Airport_1907, 2, 3, 1, 0, 4
Airport_1274, 6, 3, 0, 1, 4
Airport_653, 1, 4, 0, 1, 4
Airport_24, 3, 1, 3, 0, 2
Airport_1908, 2, 0, 1, 1, 3
Airport_1275, 1, 3, 1, 1, 4
Airport_654, 3, 0, 0, 1, 4
Airport_25, 3, 4, 1, 1, 3
Airport_1909, 0, 2, 1, 2, 4
Airport_1276, 5, 2, 5, 1, 2
Airport_655, 1, 3, 1, 0, 4
Airport_26, 0, 3, 0, 0, 3
Airport_1910, 2, 3, 1, 0, 5
Airport_1277, 5, 6, 0, 0, 3
Airport_656, 5, 4, 0, 1, 3
Airport_27, 1, 2, 1, 1, 3
Airport_1911, 1, 3, 1, 0, 4
Airport_1278, 2, 3, 2, 1, 3
Airport_657, 1, 1, 3, 2, 2
Airport_28, 3, 2, 1, 2, 3
Airport_1912, 2, 2, 0, 1, 4
Airport_1279, 2, 5, 0, 0, 3
Airport_658, 2, 3, 1, 1, 4
Airport_29, 1, 0, 1, 0, 3
Airport_1913, 2, 2, 2, 0, 3
Airport_1280, 3, 0, 0, 0, 4
Airport_30, 4, 7, 1, 0, 3
Airport_659, 4, 5, 1, 0, 4
Airport_1281, 2, 3, 0, 0, 1
Airport_1914, 2, 1, 2, 3, 4
Airport_31, 8, 0, 2, 1, 5
Airport_660, 2, 2, 0, 0, 3
Airport_1282, 2, 1, 0, 2, 5
Airport_1915, 0, 2, 1, 1, 4
Airport_32, 2, 3, 0, 0, 2
Airport_661, 2, 1, 1, 0, 2
Airport_1283, 1, 1, 3, 0, 3
Airport_1916, 3, 2, 3, 0, 2
Airport_33, 7, 2, 3, 1, 4
Airport_1284, 3, 2, 2, 2, 4
Airport_662, 2, 1, 3, 3, 3
Airport_1917, 2, 4, 0, 0, 4
Airport_34, 2, 5, 1, 0, 3
Airport_1285, 2, 1, 0, 1, 4
Airport_663, 4, 2, 2, 1, 3
Airport_1918, 2, 0, 0, 1, 5
Airport_35, 5, 3, 2, 0, 4
Airport_1286, 5, 1, 2, 2, 1
Airport_664, 7, 0, 3, 0, 3
Airport_1919, 2, 1, 0, 0, 1
Airport_36, 2, 1, 2, 0, 5
Airport_1287, 4, 1, 0, 0, 2
